case_id	stem	cc	group	sources
103840-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_43.cpp
103841-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_62b.cpp
103842-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_63b.cpp
103843-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_64b.cpp
103844-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_01	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_01.cpp
103845-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_02	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_02.cpp
103846-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_03	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_03.cpp
103847-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_04	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_04.cpp
103848-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_05	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_05.cpp
103849-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_06	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_06.cpp
103850-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_07	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_07.cpp
103851-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_08	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_08.cpp
103852-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_09	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_09.cpp
103853-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_10	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_10.cpp
103854-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_11	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_11.cpp
103856-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_13	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_13.cpp
103857-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_14	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_14.cpp
103858-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_15	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_15.cpp
103859-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_16	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_16.cpp
103860-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_17	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_17.cpp
103861-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_18	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_18.cpp
103862-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_43.cpp
103863-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_62b.cpp
103864-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_63b.cpp
103865-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_64b.cpp
103866-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_01	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_01.cpp
103867-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_02	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_02.cpp
103868-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_03	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_03.cpp
103869-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_04	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_04.cpp
103870-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_05	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_05.cpp
103871-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_06	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_06.cpp
103872-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_07	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_07.cpp
103873-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_08	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_08.cpp
103874-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_09	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_09.cpp
103875-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_10	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_10.cpp
103876-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_11	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_11.cpp
103878-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_13	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_13.cpp
103879-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_14	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_14.cpp
103880-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_15	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_15.cpp
103881-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_16	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_16.cpp
103882-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_17	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_17.cpp
103883-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_18	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_18.cpp
103884-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_43.cpp
103885-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_62b.cpp
103886-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_63b.cpp
103887-v1.0.0	CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__new_struct_array_partial_init_64b.cpp
103888-v1.0.0	CWE457_Use_of_Uninitialized_Variable__no_constructor_01	g++	values	s01/CWE457_Use_of_Uninitialized_Variable__no_constructor_01_{variant}.cpp,src/testcasesupport/io.c
103889-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_01.c
103890-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_02.c
103891-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_03.c
103892-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_04.c
103893-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_05.c
103894-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_06.c
103895-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_07.c
103896-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_08.c
103897-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_09.c
103898-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_10.c
103899-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_11.c
103901-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_13.c
103902-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_14.c
103903-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_15.c
103904-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_16.c
103905-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_17.c
103906-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_18.c
103907-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_43.cpp
103908-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__struct_62b.cpp
103909-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_63b.c
103910-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_64b.c
103911-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_01.c
103912-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_02.c
103913-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_03.c
103914-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_04.c
103915-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_05.c
103916-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_06.c
103917-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_07.c
103918-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_08.c
103919-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_09.c
103920-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_10.c
103921-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_11.c
103923-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_13.c
103924-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_14.c
103925-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_15.c
103926-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_16.c
103927-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_17.c
103928-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_18.c
103929-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_43.cpp
103930-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_62b.cpp
103931-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_63b.c
103932-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_64b.c
103933-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_01.c
103934-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_02.c
103935-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_03.c
103936-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_04.c
103937-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_05.c
103938-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_06.c
103939-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_07.c
103940-v1.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_08.c
